,department,proficiency_level,no_of_projects,manager_rating,promotion,project_score,hackerrank_score
1967,1,5.0,23,5,1,74.0,97.0
1968,0,1.0,30,5,1,98.0,87.0
1969,4,4.0,30,4,1,77.0,56.0
1970,2,1.0,22,2,0,13.0,50.0
1971,2,1.0,22,2,0,31.0,47.0
1972,0,0.0,4,3,1,100.0,82.0
1973,0,8.0,10,3,1,69.0,88.0
1974,0,8.0,10,3,1,93.0,87.0
1975,4,3.0,1,3,0,1.0,36.0
1976,4,3.0,1,3,0,1.0,36.0
1977,4,0.0,30,2,0,0.0,0.0
1978,3,3.0,27,4,1,0.0,0.0
1979,0,0.0,6,1,0,30.0,16.0
1980,0,0.0,6,1,0,20.0,21.0
1981,0,0.0,29,5,1,64.0,97.0
1982,2,4.0,12,5,1,85.0,53.0
1983,2,3.0,12,5,1,85.0,53.0
1984,2,5.0,12,5,1,85.0,53.0
1985,0,0.0,28,1,0,1.0,34.0
1986,0,0.0,14,4,1,3.0,78.0
1987,2,4.0,9,3,1,67.0,64.0
1988,0,0.0,18,3,1,68.0,71.0
1989,0,0.0,13,1,0,24.0,11.0
1990,0,0.0,13,1,0,48.0,30.0
1991,0,0.0,13,1,0,17.0,46.0
1992,3,5.0,4,4,1,0.0,0.0
1993,1,4.0,20,4,1,0.0,0.0
1994,2,0.0,19,1,0,30.0,2.0
1995,2,0.0,19,1,0,24.0,19.0
1996,0,0.0,17,1,1,99.0,69.0
1997,0,0.0,17,1,1,76.0,86.0
1998,2,0.0,28,3,1,99.0,68.0
1999,2,0.0,28,3,1,55.0,100.0
2000,4,0.0,1,3,1,90.0,56.0
2001,0,4.0,8,2,0,0.0,0.0
2002,4,1.0,13,5,1,93.0,54.0
2003,4,1.0,13,5,1,68.0,79.0
2004,4,3.0,13,5,1,93.0,54.0
2005,4,3.0,13,5,1,68.0,79.0
2006,4,1.0,5,5,0,0.0,0.0
2007,4,4.0,5,5,0,0.0,0.0
2008,4,1.0,9,5,1,90.0,84.0
2009,2,2.0,21,3,1,0.0,0.0
2010,0,5.0,9,2,0,12.0,31.0
2011,2,5.0,10,3,1,0.0,0.0
2012,2,3.0,10,3,1,0.0,0.0
2013,2,1.0,10,3,1,0.0,0.0
2014,3,0.0,6,4,1,84.0,20.0
2015,3,0.0,6,4,1,28.0,42.0
2016,3,0.0,6,4,1,24.0,12.0
2017,4,0.0,11,4,1,0.0,0.0
2018,4,4.0,23,4,1,73.0,75.0
2019,4,4.0,23,4,1,99.0,96.0
2020,4,0.0,21,3,1,0.0,0.0
2021,2,4.0,30,4,1,64.0,66.0
2022,1,5.0,1,5,0,69.0,11.0
2023,0,0.0,25,5,1,0.0,0.0
2024,3,0.0,2,3,0,0.0,0.0
2025,0,0.0,25,4,1,63.0,63.0
2026,1,0.0,21,5,1,91.0,69.0
2027,2,0.0,23,4,1,0.0,0.0
2028,4,0.0,12,1,1,67.0,66.0
2029,4,4.0,19,1,1,59.0,79.0
2030,1,3.0,6,5,0,44.0,2.0
2031,1,3.0,6,5,0,47.0,18.0
2032,4,7.0,27,4,1,0.0,0.0
2033,2,4.0,20,3,1,40.0,74.0
2034,2,4.0,20,3,1,59.0,86.0
2035,0,0.0,13,4,1,89.0,66.0
2036,4,3.0,3,5,1,0.0,0.0
2037,4,3.0,14,2,0,0.0,0.0
2038,0,0.0,17,3,1,0.0,0.0
2039,1,3.0,12,4,1,75.0,51.0
2040,1,3.0,12,4,1,78.0,99.0
2041,1,3.0,12,4,1,68.0,90.0
2042,1,5.0,12,4,1,75.0,51.0
2043,1,5.0,12,4,1,78.0,99.0
2044,1,5.0,12,4,1,68.0,90.0
2045,4,4.0,19,1,1,73.0,75.0
2046,4,4.0,19,1,1,68.0,79.0
2047,4,7.0,23,2,1,17.0,67.0
2048,0,0.0,17,2,1,99.0,67.0
2049,0,0.0,17,2,1,97.0,64.0
2050,0,4.0,15,4,1,95.0,91.0
2051,0,3.0,15,4,1,95.0,91.0
2052,0,0.0,25,2,1,87.0,15.0
2053,3,0.0,12,5,1,53.0,64.0
2054,3,0.0,12,5,1,63.0,53.0
2055,3,0.0,12,5,1,76.0,66.0
2056,4,1.0,19,4,1,58.0,76.0
2057,4,1.0,19,4,1,72.0,97.0
2058,4,1.0,19,4,1,63.0,66.0
2059,4,5.0,19,4,1,58.0,76.0
2060,4,5.0,19,4,1,72.0,97.0
2061,4,5.0,19,4,1,63.0,66.0
2062,4,4.0,19,4,1,58.0,76.0
2063,4,4.0,19,4,1,72.0,97.0
2064,4,4.0,19,4,1,63.0,66.0
2065,2,5.0,8,3,1,0.0,0.0
2066,0,6.0,15,3,1,79.0,95.0
2067,0,6.0,15,3,1,84.0,56.0
2068,0,6.0,15,3,1,79.0,72.0
2069,2,0.0,8,2,0,0.0,0.0
2070,4,3.0,8,4,1,75.0,90.0
2071,0,0.0,2,4,0,29.0,2.0
2072,0,0.0,2,4,0,23.0,10.0
2073,3,0.0,5,2,0,28.0,35.0
2074,2,2.0,26,3,1,0.0,0.0
2075,2,0.0,8,4,1,76.0,53.0
2076,1,0.0,7,2,1,88.0,89.0
2077,1,0.0,7,2,1,76.0,66.0
2078,1,0.0,7,2,1,93.0,30.0
2079,3,0.0,22,3,1,90.0,55.0
2080,1,4.0,30,4,1,91.0,89.0
2081,1,4.0,30,4,1,76.0,62.0
2082,0,0.0,11,4,1,38.0,75.0
2083,4,0.0,11,2,1,30.0,68.0
2084,4,0.0,11,2,1,65.0,83.0
2085,3,2.0,23,2,1,0.0,0.0
2086,3,1.0,7,2,0,42.0,36.0
2087,3,1.0,7,2,0,22.0,26.0
2088,3,1.0,7,2,0,50.0,41.0
2089,3,4.0,21,1,1,0.0,0.0
2090,3,0.0,27,2,1,0.0,0.0
2091,3,7.0,16,5,1,68.0,85.0
2092,3,7.0,16,5,1,68.0,83.0
2093,3,7.0,16,5,1,54.0,87.0
2094,3,5.0,13,3,1,0.0,0.0
2095,0,10.0,30,2,1,0.0,0.0
2096,0,9.0,30,2,1,0.0,0.0
2097,2,3.0,2,5,1,0.0,0.0
2098,3,0.0,21,4,1,0.0,0.0
2099,2,4.0,7,3,0,37.0,27.0
2100,4,0.0,4,3,1,0.0,0.0
2101,1,0.0,20,3,1,0.0,0.0
2102,3,0.0,11,1,0,14.0,19.0
2103,3,0.0,11,1,0,40.0,3.0
2104,1,3.0,26,2,0,15.0,15.0
2105,1,3.0,26,2,0,31.0,43.0
2106,3,0.0,11,1,1,84.0,65.0
2107,3,0.0,11,1,1,98.0,54.0
2108,4,0.0,25,1,1,87.0,100.0
2109,1,0.0,6,2,1,0.0,0.0
2110,1,2.0,30,3,1,0.0,0.0
2111,1,7.0,30,3,1,0.0,0.0
2112,0,0.0,19,5,1,54.0,97.0
2113,3,0.0,20,3,1,55.0,83.0
2114,0,10.0,27,5,1,76.0,22.0
2115,1,1.0,5,4,1,55.0,67.0
2116,4,5.0,3,2,0,24.0,19.0
2117,4,5.0,3,2,0,37.0,32.0
2118,4,0.0,6,3,1,0.0,0.0
2119,2,0.0,26,1,0,0.0,0.0
2120,0,0.0,30,2,0,0.0,0.0
2121,1,0.0,21,1,0,18.0,50.0
2122,1,0.0,21,1,0,11.0,25.0
2123,1,0.0,21,1,0,44.0,7.0
2124,1,0.0,21,1,0,9.0,36.0
2125,4,0.0,11,2,0,11.0,20.0
2126,4,0.0,11,2,0,29.0,27.0
2127,0,0.0,17,1,0,17.0,44.0
2128,0,0.0,17,1,0,48.0,20.0
2129,1,2.0,26,5,1,0.0,0.0
2130,1,2.0,26,5,1,0.0,0.0
2131,4,0.0,24,2,0,0.0,0.0
2132,3,3.0,16,5,1,76.0,80.0
2133,1,3.0,8,5,1,69.0,55.0
2134,1,3.0,8,5,1,66.0,52.0
2135,1,3.0,8,5,1,85.0,72.0
2136,0,0.0,17,5,1,60.0,92.0
2137,3,0.0,6,1,0,27.0,9.0
2138,3,0.0,6,1,0,41.0,42.0
2139,1,2.0,10,4,1,0.0,0.0
2140,1,4.0,10,4,1,0.0,0.0
2141,2,4.0,5,2,1,75.0,52.0
2142,2,4.0,5,2,1,75.0,53.0
2143,2,2.0,5,2,1,75.0,52.0
2144,2,2.0,5,2,1,75.0,53.0
2145,2,2.0,28,5,1,98.0,78.0
2146,2,3.0,28,5,1,98.0,78.0
2147,4,4.0,2,3,1,59.0,73.0
2148,4,4.0,2,3,1,85.0,73.0
2149,4,4.0,2,3,1,61.0,75.0
2150,4,4.0,2,3,1,88.0,97.0
2151,4,3.0,2,3,1,59.0,73.0
2152,4,3.0,2,3,1,85.0,73.0
2153,4,3.0,2,3,1,61.0,75.0
2154,4,3.0,2,3,1,88.0,97.0
2155,4,4.0,24,5,1,22.0,82.0
2156,1,0.0,26,1,1,96.0,60.0
2157,1,0.0,26,1,1,95.0,51.0
2158,4,0.0,22,5,1,69.0,92.0
2159,4,0.0,22,5,1,97.0,81.0
2160,2,0.0,19,5,1,0.0,0.0
2161,1,0.0,10,1,1,85.0,53.0
2162,1,5.0,5,4,0,18.0,41.0
2163,1,5.0,5,4,0,6.0,19.0
2164,1,5.0,5,4,0,1.0,2.0
2165,1,5.0,5,4,0,45.0,17.0
2166,0,2.0,20,2,0,8.0,14.0
2167,2,0.0,24,5,1,56.0,89.0
2168,2,0.0,24,5,1,71.0,82.0
2169,4,1.0,2,3,0,0.0,0.0
2170,0,5.0,13,2,1,0.0,0.0
2171,2,3.0,1,5,0,34.0,38.0
2172,2,3.0,1,5,0,42.0,10.0
2173,2,3.0,7,2,1,0.0,0.0
2174,0,2.0,24,3,1,69.0,73.0
2175,1,0.0,24,4,1,63.0,90.0
2176,1,0.0,17,5,1,0.0,0.0
2177,2,1.0,18,1,0,7.0,34.0
2178,4,1.0,2,3,1,66.0,55.0
2179,4,4.0,2,3,1,66.0,55.0
2180,4,3.0,2,3,1,66.0,55.0
2181,0,0.0,3,5,1,80.0,53.0
2182,3,4.0,27,2,1,54.0,84.0
2183,3,4.0,27,2,1,78.0,80.0
2184,3,4.0,27,2,1,94.0,76.0
2185,3,1.0,27,2,1,54.0,84.0
2186,3,1.0,27,2,1,78.0,80.0
2187,3,1.0,27,2,1,94.0,76.0
2188,3,3.0,23,2,0,22.0,24.0
2189,3,3.0,23,2,0,22.0,24.0
2190,0,1.0,5,3,0,37.0,31.0
2191,1,0.0,19,4,1,91.0,63.0
2192,1,0.0,19,4,1,95.0,29.0
2193,1,0.0,19,4,1,83.0,74.0
2194,1,0.0,8,5,1,99.0,62.0
2195,4,0.0,9,3,1,0.0,0.0
2196,2,0.0,15,4,1,0.0,0.0
2197,2,0.0,10,5,1,52.0,85.0
2198,2,0.0,10,5,1,82.0,61.0
2199,2,0.0,10,5,1,76.0,83.0
2200,4,0.0,4,3,1,66.0,52.0
2201,3,3.0,23,3,1,53.0,100.0
2202,3,4.0,23,3,1,53.0,100.0
2203,2,0.0,27,2,1,81.0,100.0
2204,1,0.0,30,5,1,17.0,79.0
2205,0,0.0,23,1,0,24.0,33.0
2206,0,0.0,23,1,0,31.0,18.0
2207,0,6.0,28,3,1,87.0,96.0
2208,0,6.0,28,3,1,76.0,74.0
2209,0,6.0,28,3,1,54.0,78.0
2210,4,0.0,1,1,0,12.0,50.0
2211,4,0.0,1,1,0,4.0,37.0
2212,4,8.0,19,4,1,64.0,72.0
2213,4,8.0,19,4,1,99.0,95.0
2214,4,4.0,4,1,1,0.0,0.0
2215,1,0.0,17,1,1,95.0,59.0
2216,2,0.0,7,3,1,56.0,70.0
2217,4,0.0,4,4,0,14.0,25.0
2218,4,0.0,4,4,0,37.0,37.0
2219,4,0.0,4,4,0,47.0,21.0
2220,4,0.0,4,4,0,0.0,5.0
2221,3,0.0,3,1,1,0.0,0.0
2222,1,5.0,3,4,0,47.0,11.0
2223,1,5.0,3,4,0,46.0,20.0
2224,1,2.0,3,4,0,47.0,11.0
2225,1,2.0,3,4,0,46.0,20.0
2226,0,0.0,19,4,1,0.0,0.0
2227,3,0.0,17,2,0,17.0,33.0
2228,3,0.0,17,2,0,30.0,22.0
2229,0,1.0,5,3,1,58.0,65.0
2230,0,1.0,5,3,1,58.0,65.0
2231,3,5.0,12,2,0,26.0,15.0
2232,3,5.0,12,2,0,33.0,9.0
2233,4,5.0,28,2,0,72.0,5.0
2234,4,8.0,28,2,0,72.0,5.0
2235,0,7.0,9,2,0,4.0,8.0
2236,0,7.0,9,2,0,42.0,3.0
2237,0,7.0,9,2,0,42.0,30.0
2238,0,7.0,9,2,0,42.0,33.0
2239,4,5.0,20,5,1,94.0,73.0
2240,4,5.0,20,5,1,82.0,66.0
2241,4,5.0,20,5,1,61.0,52.0
2242,2,3.0,26,1,0,29.0,7.0
2243,2,2.0,5,2,1,96.0,88.0
2244,2,2.0,5,2,1,74.0,96.0
2245,2,1.0,5,2,1,96.0,88.0
2246,2,1.0,5,2,1,74.0,96.0
2247,0,0.0,9,1,0,45.0,32.0
2248,4,0.0,4,4,0,22.0,16.0
2249,4,4.0,4,3,1,0.0,0.0
2250,4,1.0,4,3,1,0.0,0.0
2251,4,2.0,8,2,1,0.0,0.0
2252,2,1.0,4,2,1,61.0,83.0
2253,2,1.0,4,2,1,66.0,56.0
2254,2,1.0,4,2,1,84.0,67.0
2255,2,1.0,4,2,1,63.0,93.0
2256,2,1.0,4,2,1,90.0,69.0
2257,3,0.0,13,5,1,50.0,37.0
2258,3,0.0,13,5,1,95.0,78.0
2259,3,0.0,13,5,1,98.0,60.0
2260,0,9.0,7,3,1,0.0,0.0
2261,0,3.0,7,3,1,0.0,0.0
2262,2,5.0,16,3,1,92.0,81.0
2263,2,5.0,16,3,1,52.0,70.0
2264,2,5.0,16,3,1,55.0,96.0
2265,2,9.0,16,3,1,92.0,81.0
2266,2,9.0,16,3,1,52.0,70.0
2267,2,9.0,16,3,1,55.0,96.0
2268,2,1.0,29,1,1,73.0,100.0
2269,2,1.0,29,1,1,73.0,87.0
2270,2,1.0,29,1,1,66.0,98.0
2271,2,1.0,29,1,1,73.0,66.0
2272,2,3.0,29,1,1,73.0,100.0
2273,2,3.0,29,1,1,73.0,87.0
2274,2,3.0,29,1,1,66.0,98.0
2275,2,3.0,29,1,1,73.0,66.0
2276,2,1.0,29,1,1,73.0,100.0
2277,2,1.0,29,1,1,73.0,87.0
2278,2,1.0,29,1,1,66.0,98.0
2279,2,1.0,29,1,1,73.0,66.0
2280,2,5.0,20,1,1,0.0,0.0
2281,2,0.0,25,1,1,93.0,78.0
2282,2,0.0,25,1,1,81.0,64.0
2283,1,1.0,18,1,1,0.0,0.0
2284,1,5.0,18,1,1,0.0,0.0
2285,1,3.0,18,1,1,0.0,0.0
2286,3,6.0,2,4,1,87.0,98.0
2287,3,6.0,2,4,1,89.0,86.0
2288,2,0.0,2,2,1,0.0,0.0
2289,4,3.0,2,3,0,0.0,0.0
2290,4,5.0,2,3,0,0.0,0.0
2291,3,0.0,11,1,1,91.0,69.0
2292,3,4.0,6,4,1,0.0,0.0
2293,2,2.0,24,5,1,85.0,60.0
2294,2,2.0,24,5,1,68.0,87.0
2295,2,2.0,24,5,1,81.0,83.0
2296,1,0.0,7,3,1,57.0,62.0
2297,0,0.0,30,1,1,55.0,58.0
2298,2,0.0,5,5,0,20.0,50.0
2299,2,0.0,5,5,0,40.0,45.0
2300,1,3.0,14,2,1,87.0,61.0
2301,1,5.0,14,2,1,87.0,61.0
2302,3,3.0,3,5,0,20.0,22.0
2303,3,3.0,3,5,0,7.0,44.0
2304,3,3.0,3,5,0,21.0,46.0
2305,3,3.0,3,5,0,43.0,16.0
2306,3,3.0,3,5,0,49.0,24.0
2307,4,5.0,21,4,1,42.0,0.0
2308,1,0.0,28,1,1,0.0,0.0
2309,2,0.0,5,1,0,26.0,50.0
2310,2,0.0,5,1,0,7.0,36.0
2311,3,2.0,27,3,1,64.0,60.0
2312,3,0.0,28,1,0,16.0,49.0
2313,3,0.0,28,1,0,18.0,8.0
2314,3,0.0,28,1,0,2.0,41.0
2315,3,0.0,28,1,0,11.0,37.0
2316,2,1.0,9,4,1,74.0,83.0
2317,2,9.0,9,4,1,74.0,83.0
2318,4,0.0,23,2,0,22.0,8.0
2319,4,0.0,23,2,0,0.0,100.0
2320,0,3.0,9,2,1,96.0,63.0
2321,0,8.0,3,3,1,56.0,51.0
2322,2,0.0,14,2,0,0.0,0.0
2323,0,0.0,10,5,1,87.0,93.0
2324,0,0.0,10,5,1,61.0,86.0
2325,0,0.0,10,5,1,54.0,87.0
2326,4,0.0,15,1,0,47.0,7.0
2327,2,0.0,7,2,0,0.0,0.0
2328,1,7.0,29,5,1,58.0,48.0
2329,1,0.0,2,4,1,96.0,61.0
2330,1,0.0,2,4,1,77.0,71.0
2331,3,2.0,12,4,1,84.0,73.0
2332,3,2.0,12,4,1,84.0,85.0
2333,0,1.0,28,5,1,68.0,13.0
2334,0,1.0,28,5,1,77.0,98.0
2335,0,1.0,28,5,1,86.0,66.0
2336,0,3.0,28,5,1,68.0,13.0
2337,0,3.0,28,5,1,77.0,98.0
2338,0,3.0,28,5,1,86.0,66.0
2339,0,2.0,5,5,1,0.0,0.0
2340,0,5.0,5,5,1,0.0,0.0
2341,1,2.0,14,4,1,0.0,0.0
2342,4,0.0,10,4,1,44.0,42.0
2343,0,1.0,13,1,0,0.0,0.0
2344,1,1.0,26,2,1,66.0,53.0
2345,1,5.0,26,2,1,66.0,53.0
2346,2,0.0,9,2,0,47.0,63.0
2347,2,0.0,9,2,0,45.0,29.0
2348,1,8.0,29,1,1,0.0,0.0
2349,2,0.0,15,1,1,81.0,68.0
2350,0,4.0,19,5,1,28.0,2.0
2351,0,4.0,19,5,1,94.0,55.0
2352,1,0.0,20,3,1,81.0,6.0
2353,1,0.0,20,3,1,75.0,56.0
2354,1,3.0,12,4,1,0.0,0.0
2355,1,1.0,12,4,1,83.0,92.0
2356,1,1.0,12,4,1,96.0,91.0
2357,1,2.0,12,4,1,83.0,92.0
2358,1,2.0,12,4,1,96.0,91.0
2359,2,4.0,19,2,0,27.0,10.0
2360,2,4.0,6,3,0,0.0,0.0
2361,1,3.0,15,3,1,0.0,0.0
2362,4,5.0,26,3,1,0.0,0.0
2363,3,0.0,16,2,1,66.0,84.0
2364,3,3.0,17,2,1,0.0,0.0
2365,1,0.0,3,3,0,0.0,0.0
2366,3,0.0,6,1,1,62.0,72.0
2367,0,0.0,27,5,1,0.0,0.0
2368,0,5.0,30,2,1,95.0,74.0
2369,0,5.0,30,2,1,95.0,74.0
2370,0,1.0,30,2,1,95.0,74.0
2371,1,0.0,17,5,1,0.0,0.0
2372,3,0.0,7,1,0,0.0,0.0
2373,2,1.0,19,1,1,11.0,5.0
2374,2,1.0,19,1,1,77.0,53.0
2375,1,5.0,20,2,1,0.0,0.0
2376,0,1.0,27,2,0,45.0,42.0
2377,0,1.0,27,2,0,49.0,18.0
2378,2,2.0,25,4,1,64.0,84.0
2379,2,2.0,25,4,1,84.0,62.0
2380,1,0.0,16,5,1,63.0,78.0
2381,1,0.0,16,5,1,81.0,57.0
2382,0,1.0,1,5,0,38.0,40.0
2383,0,1.0,1,5,0,21.0,9.0
2384,0,10.0,1,5,0,38.0,40.0
2385,0,10.0,1,5,0,21.0,9.0
2386,3,0.0,11,4,1,99.0,55.0
2387,2,4.0,3,1,0,13.0,4.0
2388,2,2.0,3,1,0,13.0,4.0
2389,2,0.0,19,2,0,0.0,0.0
2390,2,0.0,26,5,1,0.0,0.0
2391,3,0.0,30,2,1,79.0,55.0
2392,3,0.0,30,2,1,79.0,62.0
2393,3,3.0,6,2,0,20.0,48.0
2394,3,3.0,6,2,0,4.0,41.0
2395,0,3.0,12,3,1,64.0,82.0
2396,0,3.0,12,3,1,28.0,89.0
2397,0,3.0,12,3,1,96.0,56.0
2398,0,8.0,12,3,1,64.0,82.0
2399,0,8.0,12,3,1,28.0,89.0
2400,0,8.0,12,3,1,96.0,56.0
2401,0,5.0,12,3,1,64.0,82.0
2402,0,5.0,12,3,1,28.0,89.0
2403,0,5.0,12,3,1,96.0,56.0
2404,0,2.0,12,3,1,64.0,82.0
2405,0,2.0,12,3,1,28.0,89.0
2406,0,2.0,12,3,1,96.0,56.0
2407,0,4.0,12,3,1,64.0,82.0
2408,0,4.0,12,3,1,28.0,89.0
2409,0,4.0,12,3,1,96.0,56.0
2410,2,0.0,9,1,0,0.0,0.0
2411,3,0.0,26,5,1,0.0,0.0
2412,2,0.0,10,5,1,0.0,0.0
2413,3,5.0,18,1,0,16.0,24.0
2414,0,2.0,14,5,1,0.0,0.0
2415,3,0.0,13,2,1,69.0,69.0
2416,3,0.0,13,2,1,53.0,81.0
2417,4,2.0,20,3,1,55.0,97.0
2418,4,2.0,20,3,1,75.0,83.0
2419,4,1.0,20,3,1,55.0,97.0
2420,4,1.0,20,3,1,75.0,83.0
2421,0,5.0,21,3,1,77.0,76.0
2422,0,5.0,21,3,1,100.0,86.0
2423,0,9.0,21,3,1,77.0,76.0
2424,0,9.0,21,3,1,100.0,86.0
2425,3,8.0,15,2,0,37.0,26.0
2426,3,1.0,15,2,0,37.0,26.0
2427,3,2.0,15,2,0,37.0,26.0
2428,2,9.0,22,5,1,58.0,65.0
2429,2,3.0,22,5,1,58.0,65.0
2430,4,7.0,4,2,1,83.0,86.0
2431,4,2.0,4,2,1,83.0,86.0
2432,4,5.0,4,4,0,46.0,46.0
2433,4,5.0,4,4,0,65.0,21.0
2434,1,3.0,30,1,1,0.0,0.0
2435,1,5.0,30,1,1,0.0,0.0
2436,1,3.0,30,1,1,0.0,0.0
2437,0,0.0,11,1,1,55.0,65.0
2438,1,0.0,7,5,0,40.0,11.0
2439,1,1.0,27,2,0,46.0,36.0
2440,4,7.0,22,4,1,52.0,79.0
2441,4,7.0,22,4,1,94.0,85.0
2442,4,7.0,22,4,1,85.0,83.0
2443,2,0.0,7,5,1,62.0,80.0
2444,4,0.0,9,4,1,0.0,0.0
2445,0,0.0,17,4,1,93.0,88.0
2446,4,0.0,12,5,1,0.0,0.0
2447,1,0.0,14,3,1,54.0,53.0
2448,3,9.0,19,2,1,57.0,86.0
2449,2,0.0,25,3,1,0.0,0.0
2450,2,1.0,5,5,1,0.0,0.0
2451,0,0.0,14,3,1,0.0,0.0
2452,0,1.0,21,4,1,59.0,53.0
2453,4,0.0,9,3,1,53.0,76.0
2454,4,0.0,9,3,1,56.0,65.0
2455,4,0.0,9,3,1,62.0,57.0
2456,0,4.0,14,5,1,78.0,83.0
2457,0,1.0,14,5,1,78.0,83.0
2458,2,4.0,14,4,1,0.0,0.0
2459,4,2.0,22,1,0,30.0,49.0
2460,4,2.0,22,1,0,30.0,49.0
2461,4,3.0,30,1,1,86.0,86.0
2462,4,3.0,30,1,1,92.0,37.0
2463,0,8.0,15,2,0,13.0,39.0
2464,4,8.0,24,2,1,98.0,58.0
2465,3,1.0,13,3,1,0.0,0.0
2466,3,3.0,21,5,1,0.0,0.0
2467,3,8.0,21,5,1,0.0,0.0
2468,4,0.0,22,2,0,0.0,0.0
2469,3,2.0,23,2,0,14.0,49.0
2470,3,2.0,23,2,0,17.0,40.0
2471,4,2.0,9,5,1,54.0,91.0
2472,4,2.0,9,5,1,95.0,86.0
2473,4,2.0,9,5,1,51.0,99.0
2474,1,0.0,19,4,1,0.0,0.0
2475,2,3.0,13,2,1,0.0,0.0
2476,2,3.0,13,2,1,0.0,0.0
2477,2,5.0,13,2,1,0.0,0.0
2478,1,2.0,20,5,1,59.0,83.0
2479,1,2.0,20,5,1,70.0,97.0
2480,1,1.0,20,5,1,59.0,83.0
2481,1,1.0,20,5,1,70.0,97.0
2482,4,0.0,11,4,1,2.0,13.0
2483,3,0.0,24,1,0,22.0,47.0
2484,3,0.0,24,1,0,43.0,2.0
2485,3,0.0,24,1,0,11.0,33.0
2486,4,9.0,7,1,1,92.0,92.0
2487,4,4.0,7,1,1,92.0,92.0
2488,4,4.0,7,1,1,92.0,92.0
2489,2,5.0,23,1,1,61.0,97.0
2490,2,8.0,23,1,1,61.0,97.0
2491,3,0.0,26,5,1,54.0,51.0
2492,4,0.0,13,4,1,0.0,0.0
2493,0,2.0,14,4,1,0.0,0.0
2494,2,5.0,25,5,1,17.0,79.0
2495,2,5.0,25,5,1,66.0,84.0
2496,2,0.0,19,1,0,20.0,48.0
2497,3,4.0,7,5,0,24.0,17.0
2498,1,0.0,18,5,1,61.0,94.0
2499,1,1.0,21,5,1,93.0,84.0
2500,1,1.0,21,5,1,89.0,73.0
2501,2,0.0,13,4,1,62.0,76.0
2502,2,0.0,13,4,1,91.0,94.0
2503,2,0.0,13,4,1,93.0,100.0
2504,2,2.0,30,5,1,95.0,53.0
2505,0,0.0,8,5,1,0.0,0.0
2506,1,5.0,30,2,1,88.0,94.0
2507,1,5.0,30,2,1,11.0,41.0
2508,1,4.0,30,2,1,88.0,94.0
2509,1,4.0,30,2,1,11.0,41.0
2510,1,4.0,10,4,1,0.0,0.0
2511,1,3.0,10,4,1,0.0,0.0
2512,4,2.0,24,5,1,0.0,0.0
2513,4,1.0,24,5,1,0.0,0.0
2514,2,3.0,4,3,0,40.0,27.0
2515,2,1.0,9,2,1,0.0,0.0
2516,4,10.0,26,4,1,61.0,100.0
2517,4,10.0,26,4,1,54.0,57.0
2518,4,10.0,26,4,1,44.0,9.0
2519,3,9.0,16,5,1,0.0,0.0
2520,3,4.0,16,5,1,0.0,0.0
2521,1,0.0,14,4,1,74.0,90.0
2522,1,0.0,19,2,0,47.0,1.0
2523,0,0.0,4,1,0,4.0,26.0
2524,3,0.0,4,5,0,0.0,0.0
2525,0,0.0,6,3,0,0.0,0.0
2526,3,0.0,20,1,1,62.0,56.0
2527,1,0.0,30,3,1,68.0,91.0
2528,1,0.0,30,3,1,92.0,79.0
2529,1,0.0,30,3,1,74.0,66.0
2530,0,4.0,17,3,1,52.0,64.0
2531,0,4.0,17,3,1,85.0,77.0
2532,0,4.0,17,3,1,91.0,58.0
2533,1,0.0,27,4,1,0.0,0.0
2534,0,2.0,10,1,0,0.0,0.0
2535,1,5.0,10,4,1,0.0,0.0
2536,1,3.0,10,4,1,0.0,0.0
2537,1,10.0,10,4,1,0.0,0.0
2538,2,0.0,3,3,1,86.0,77.0
2539,2,0.0,3,3,1,100.0,73.0
2540,3,0.0,6,2,1,0.0,0.0
2541,3,0.0,21,1,0,66.0,32.0
2542,3,0.0,21,1,0,42.0,43.0
2543,2,2.0,2,5,1,0.0,0.0
2544,3,0.0,27,2,1,86.0,96.0
2545,4,0.0,22,1,1,0.0,0.0
2546,3,0.0,29,3,1,69.0,86.0
2547,2,0.0,6,5,0,2.0,16.0
2548,4,10.0,18,1,1,90.0,72.0
2549,4,10.0,18,1,1,79.0,69.0
2550,2,0.0,11,4,1,65.0,55.0
2551,2,0.0,11,4,1,65.0,93.0
2552,4,0.0,30,3,1,68.0,81.0
2553,1,0.0,20,5,1,0.0,0.0
2554,0,0.0,13,2,0,46.0,8.0
2555,3,0.0,7,3,1,97.0,75.0
2556,0,0.0,20,4,1,72.0,66.0
2557,0,0.0,29,1,0,6.0,27.0
2558,2,0.0,16,3,1,68.0,96.0
2559,1,1.0,7,1,0,12.0,21.0
2560,4,0.0,26,2,0,28.0,50.0
2561,3,1.0,23,2,1,0.0,0.0
2562,0,8.0,20,3,1,0.0,0.0
2563,0,3.0,20,3,1,0.0,0.0
2564,3,3.0,2,1,1,75.0,91.0
2565,2,3.0,26,1,0,3.0,20.0
2566,1,4.0,25,5,1,0.0,0.0
2567,2,4.0,16,1,0,0.0,0.0
2568,0,0.0,14,3,1,64.0,63.0
2569,0,0.0,14,3,1,77.0,97.0
2570,4,0.0,1,3,0,16.0,9.0
2571,3,0.0,15,2,1,0.0,0.0
2572,3,0.0,10,1,0,90.0,49.0
2573,3,0.0,10,1,0,1.0,42.0
